key,value,timestamp,topic,partition,offset
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.32, ""timestamp"": ""2024-12-06T17:52:56.281443Z"", ""timestamp_ms"": 1733503976281}",1733507578390,trades,0,39498
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.26, ""volume"": 2.7, ""timestamp"": ""2024-12-06T17:52:56.416171Z"", ""timestamp_ms"": 1733503976416}",1733507578499,trades,0,39499
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.26, ""volume"": 2.7, ""timestamp"": ""2024-12-06T17:52:56.416171Z"", ""timestamp_ms"": 1733503976416}",1733507578500,trades,0,39500
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.26, ""volume"": 9.57182726, ""timestamp"": ""2024-12-06T17:52:56.416171Z"", ""timestamp_ms"": 1733503976416}",1733507578500,trades,0,39501
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.25, ""timestamp"": ""2024-12-06T17:52:56.501271Z"", ""timestamp_ms"": 1733503976501}",1733507578579,trades,0,39502
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00048709, ""timestamp"": ""2024-12-06T17:52:57.035124Z"", ""timestamp_ms"": 1733503977035}",1733507579157,trades,0,39503
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101132.9, ""volume"": 0.00047691, ""timestamp"": ""2024-12-06T17:52:57.052956Z"", ""timestamp_ms"": 1733503977052}",1733507579175,trades,0,39504
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.18, ""timestamp"": ""2024-12-06T17:52:57.082090Z"", ""timestamp_ms"": 1733503977082}",1733507579208,trades,0,39505
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.18, ""timestamp"": ""2024-12-06T17:52:57.082517Z"", ""timestamp_ms"": 1733503977082}",1733507579208,trades,0,39506
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.18, ""timestamp"": ""2024-12-06T17:52:57.082899Z"", ""timestamp_ms"": 1733503977082}",1733507579209,trades,0,39507
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.00266436, ""timestamp"": ""2024-12-06T17:52:57.509325Z"", ""timestamp_ms"": 1733503977509}",1733507579671,trades,0,39508
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.81, ""volume"": 0.00753911, ""timestamp"": ""2024-12-06T17:52:57.509325Z"", ""timestamp_ms"": 1733503977509}",1733507579671,trades,0,39509
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.97, ""volume"": 0.32815369, ""timestamp"": ""2024-12-06T17:52:57.509325Z"", ""timestamp_ms"": 1733503977509}",1733507579671,trades,0,39510
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00049394, ""timestamp"": ""2024-12-06T17:52:57.722181Z"", ""timestamp_ms"": 1733503977722}",1733507579902,trades,0,39511
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95921.6, ""volume"": 0.00427487, ""timestamp"": ""2024-12-06T17:52:57.747895Z"", ""timestamp_ms"": 1733503977747}",1733507579930,trades,0,39512
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 6.704e-05, ""timestamp"": ""2024-12-06T17:52:58.035100Z"", ""timestamp_ms"": 1733503978035}",1733507580241,trades,0,39513
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03263876, ""timestamp"": ""2024-12-06T17:52:58.734626Z"", ""timestamp_ms"": 1733503978734}",1733507580998,trades,0,39514
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95900.2, ""volume"": 0.00267205, ""timestamp"": ""2024-12-06T17:52:59.471897Z"", ""timestamp_ms"": 1733503979471}",1733507584394,trades,0,39515
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95900.3, ""volume"": 0.002742, ""timestamp"": ""2024-12-06T17:52:59.968267Z"", ""timestamp_ms"": 1733503979968}",1733507580027,trades,0,39516
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95900.2, ""volume"": 0.046, ""timestamp"": ""2024-12-06T17:53:00.293156Z"", ""timestamp_ms"": 1733503980293}",1733507580379,trades,0,39517
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95899.0, ""volume"": 0.01632795, ""timestamp"": ""2024-12-06T17:53:00.293156Z"", ""timestamp_ms"": 1733503980293}",1733507580379,trades,0,39518
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95895.4, ""volume"": 0.08767205, ""timestamp"": ""2024-12-06T17:53:00.293156Z"", ""timestamp_ms"": 1733503980293}",1733507580379,trades,0,39519
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95895.4, ""volume"": 1e-08, ""timestamp"": ""2024-12-06T17:53:00.376995Z"", ""timestamp_ms"": 1733503980376}",1733507580481,trades,0,39520
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03, ""timestamp"": ""2024-12-06T17:53:00.420875Z"", ""timestamp_ms"": 1733503980420}",1733507580562,trades,0,39521
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.04, ""timestamp"": ""2024-12-06T17:53:00.451689Z"", ""timestamp_ms"": 1733503980451}",1733507580633,trades,0,39522
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03, ""timestamp"": ""2024-12-06T17:53:00.455361Z"", ""timestamp_ms"": 1733503980455}",1733507580640,trades,0,39523
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.43376828, ""timestamp"": ""2024-12-06T17:53:00.479277Z"", ""timestamp_ms"": 1733503980479}",1733507580664,trades,0,39524
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.73566415, ""timestamp"": ""2024-12-06T17:53:00.479277Z"", ""timestamp_ms"": 1733503980479}",1733507580664,trades,0,39525
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:00.501618Z"", ""timestamp_ms"": 1733503980501}",1733507580705,trades,0,39526
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:00.503683Z"", ""timestamp_ms"": 1733503980503}",1733507580705,trades,0,39527
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00200001, ""timestamp"": ""2024-12-06T17:53:00.508289Z"", ""timestamp_ms"": 1733503980508}",1733507580710,trades,0,39528
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.008, ""timestamp"": ""2024-12-06T17:53:00.508642Z"", ""timestamp_ms"": 1733503980508}",1733507580710,trades,0,39529
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:00.515388Z"", ""timestamp_ms"": 1733503980515}",1733507580713,trades,0,39530
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:00.533780Z"", ""timestamp_ms"": 1733503980533}",1733507580746,trades,0,39531
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02, ""timestamp"": ""2024-12-06T17:53:00.546116Z"", ""timestamp_ms"": 1733503980546}",1733507580761,trades,0,39532
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02, ""timestamp"": ""2024-12-06T17:53:00.578103Z"", ""timestamp_ms"": 1733503980578}",1733507580766,trades,0,39533
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03466809, ""timestamp"": ""2024-12-06T17:53:00.585570Z"", ""timestamp_ms"": 1733503980585}",1733507580773,trades,0,39534
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02545846, ""timestamp"": ""2024-12-06T17:53:00.586979Z"", ""timestamp_ms"": 1733503980586}",1733507580785,trades,0,39535
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00708788, ""timestamp"": ""2024-12-06T17:53:00.587201Z"", ""timestamp_ms"": 1733503980587}",1733507580785,trades,0,39536
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02664627, ""timestamp"": ""2024-12-06T17:53:00.591429Z"", ""timestamp_ms"": 1733503980591}",1733507580786,trades,0,39537
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02448564, ""timestamp"": ""2024-12-06T17:53:00.606742Z"", ""timestamp_ms"": 1733503980606}",1733507580799,trades,0,39538
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01252561, ""timestamp"": ""2024-12-06T17:53:00.606886Z"", ""timestamp_ms"": 1733503980606}",1733507580800,trades,0,39539
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02161622, ""timestamp"": ""2024-12-06T17:53:00.606993Z"", ""timestamp_ms"": 1733503980606}",1733507580800,trades,0,39540
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02365438, ""timestamp"": ""2024-12-06T17:53:00.607113Z"", ""timestamp_ms"": 1733503980607}",1733507580801,trades,0,39541
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03512833, ""timestamp"": ""2024-12-06T17:53:00.635589Z"", ""timestamp_ms"": 1733503980635}",1733507580813,trades,0,39542
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00849162, ""timestamp"": ""2024-12-06T17:53:00.640593Z"", ""timestamp_ms"": 1733503980640}",1733507580821,trades,0,39543
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00498367, ""timestamp"": ""2024-12-06T17:53:00.649612Z"", ""timestamp_ms"": 1733503980649}",1733507580827,trades,0,39544
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02152329, ""timestamp"": ""2024-12-06T17:53:00.657977Z"", ""timestamp_ms"": 1733503980657}",1733507580835,trades,0,39545
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02543945, ""timestamp"": ""2024-12-06T17:53:00.658614Z"", ""timestamp_ms"": 1733503980658}",1733507580836,trades,0,39546
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.019, ""timestamp"": ""2024-12-06T17:53:00.658845Z"", ""timestamp_ms"": 1733503980658}",1733507580837,trades,0,39547
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02124858, ""timestamp"": ""2024-12-06T17:53:00.659198Z"", ""timestamp_ms"": 1733503980659}",1733507580837,trades,0,39548
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:00.662524Z"", ""timestamp_ms"": 1733503980662}",1733507580846,trades,0,39549
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:00.671065Z"", ""timestamp_ms"": 1733503980671}",1733507580846,trades,0,39550
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101132.9, ""volume"": 0.00990099, ""timestamp"": ""2024-12-06T17:53:00.731098Z"", ""timestamp_ms"": 1733503980731}",1733507580899,trades,0,39551
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.007, ""timestamp"": ""2024-12-06T17:53:00.735314Z"", ""timestamp_ms"": 1733503980735}",1733507580908,trades,0,39552
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 1.83437835, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580910,trades,0,39553
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 5.0, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580910,trades,0,39554
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00117574, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580910,trades,0,39555
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.04, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580911,trades,0,39556
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.19, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580911,trades,0,39557
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.19, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580911,trades,0,39558
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.13, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580911,trades,0,39559
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580911,trades,0,39560
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580911,trades,0,39561
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580911,trades,0,39562
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580912,trades,0,39563
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.1, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580912,trades,0,39564
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580912,trades,0,39565
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.1, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580912,trades,0,39566
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.07, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580912,trades,0,39567
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 5.0, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580912,trades,0,39568
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 3.75444591, ""timestamp"": ""2024-12-06T17:53:00.739715Z"", ""timestamp_ms"": 1733503980739}",1733507580913,trades,0,39569
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00702778, ""timestamp"": ""2024-12-06T17:53:00.755411Z"", ""timestamp_ms"": 1733503980755}",1733507580926,trades,0,39570
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.009145, ""timestamp"": ""2024-12-06T17:53:00.755496Z"", ""timestamp_ms"": 1733503980755}",1733507580927,trades,0,39571
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00460986, ""timestamp"": ""2024-12-06T17:53:00.777625Z"", ""timestamp_ms"": 1733503980777}",1733507580932,trades,0,39572
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.04268681, ""timestamp"": ""2024-12-06T17:53:01.389816Z"", ""timestamp_ms"": 1733503981389}",1733507581566,trades,0,39573
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02, ""timestamp"": ""2024-12-06T17:53:01.776451Z"", ""timestamp_ms"": 1733503981776}",1733507581989,trades,0,39574
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95924.5, ""volume"": 0.03417321, ""timestamp"": ""2024-12-06T17:53:02.122221Z"", ""timestamp_ms"": 1733503982122}",1733507582362,trades,0,39575
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.05, ""timestamp"": ""2024-12-06T17:53:02.446535Z"", ""timestamp_ms"": 1733503982446}",1733507582713,trades,0,39576
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.04, ""timestamp"": ""2024-12-06T17:53:02.729578Z"", ""timestamp_ms"": 1733503982729}",1733507583020,trades,0,39577
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03, ""timestamp"": ""2024-12-06T17:53:02.734410Z"", ""timestamp_ms"": 1733503982734}",1733507583039,trades,0,39578
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03, ""timestamp"": ""2024-12-06T17:53:02.739624Z"", ""timestamp_ms"": 1733503982739}",1733507583040,trades,0,39579
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95915.1, ""volume"": 0.0025992, ""timestamp"": ""2024-12-06T17:53:02.869029Z"", ""timestamp_ms"": 1733503982869}",1733507583170,trades,0,39580
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.09456199, ""timestamp"": ""2024-12-06T17:53:02.892790Z"", ""timestamp_ms"": 1733503982892}",1733507583202,trades,0,39581
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.002, ""timestamp"": ""2024-12-06T17:53:03.934776Z"", ""timestamp_ms"": 1733503983934}",1733507584326,trades,0,39582
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.24787632, ""timestamp"": ""2024-12-06T17:53:06.134593Z"", ""timestamp_ms"": 1733503986134}",1733507586708,trades,0,39583
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95902.9, ""volume"": 0.00052905, ""timestamp"": ""2024-12-06T17:53:06.516699Z"", ""timestamp_ms"": 1733503986516}",1733507587121,trades,0,39584
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.00098976, ""timestamp"": ""2024-12-06T17:53:06.552977Z"", ""timestamp_ms"": 1733503986552}",1733507587161,trades,0,39585
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.03, ""timestamp"": ""2024-12-06T17:53:07.292276Z"", ""timestamp_ms"": 1733503987292}",1733507587963,trades,0,39586
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.04, ""timestamp"": ""2024-12-06T17:53:07.299654Z"", ""timestamp_ms"": 1733503987299}",1733507587971,trades,0,39587
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.02, ""timestamp"": ""2024-12-06T17:53:07.327224Z"", ""timestamp_ms"": 1733503987327}",1733507587999,trades,0,39588
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101132.9, ""volume"": 0.00191579, ""timestamp"": ""2024-12-06T17:53:08.005818Z"", ""timestamp_ms"": 1733503988005}",1733507588734,trades,0,39589
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:08.755615Z"", ""timestamp_ms"": 1733503988755}",1733507589552,trades,0,39590
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:09.085765Z"", ""timestamp_ms"": 1733503989085}",1733507589907,trades,0,39591
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:09.086346Z"", ""timestamp_ms"": 1733503989086}",1733507589909,trades,0,39592
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:09.087602Z"", ""timestamp_ms"": 1733503989087}",1733507589911,trades,0,39593
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:09.090038Z"", ""timestamp_ms"": 1733503989090}",1733507589915,trades,0,39594
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.01, ""timestamp"": ""2024-12-06T17:53:09.090685Z"", ""timestamp_ms"": 1733503989090}",1733507589919,trades,0,39595
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 6.719e-05, ""timestamp"": ""2024-12-06T17:53:10.214735Z"", ""timestamp_ms"": 1733503990214}",1733507591128,trades,0,39596
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95895.0, ""volume"": 0.00202901, ""timestamp"": ""2024-12-06T17:53:10.939361Z"", ""timestamp_ms"": 1733503990939}",1733507591913,trades,0,39597
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.01154826, ""timestamp"": ""2024-12-06T17:53:11.497595Z"", ""timestamp_ms"": 1733503991497}",1733507592517,trades,0,39598
b'ETH-EUR',"{""pair"": ""ETH/EUR"", ""price"": 3822.67, ""volume"": 0.03819648, ""timestamp"": ""2024-12-06T17:53:11.572431Z"", ""timestamp_ms"": 1733503991572}",1733507592599,trades,0,39599
b'ETH-EUR',"{""pair"": ""ETH/EUR"", ""price"": 3822.67, ""volume"": 0.0256602, ""timestamp"": ""2024-12-06T17:53:13.946713Z"", ""timestamp_ms"": 1733503993946}",1733507595172,trades,0,39600
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.42501829, ""timestamp"": ""2024-12-06T17:53:14.243257Z"", ""timestamp_ms"": 1733503994243}",1733507595495,trades,0,39601
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.00266394, ""timestamp"": ""2024-12-06T17:53:14.243257Z"", ""timestamp_ms"": 1733503994243}",1733507595495,trades,0,39602
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.32969883, ""timestamp"": ""2024-12-06T17:53:14.243257Z"", ""timestamp_ms"": 1733503994243}",1733507595495,trades,0,39603
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.67030117, ""timestamp"": ""2024-12-06T17:53:15.297829Z"", ""timestamp_ms"": 1733503995297}",1733507596634,trades,0,39604
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 6.04138501, ""timestamp"": ""2024-12-06T17:53:15.297829Z"", ""timestamp_ms"": 1733503995297}",1733507596634,trades,0,39605
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 6.905e-05, ""timestamp"": ""2024-12-06T17:53:16.011969Z"", ""timestamp_ms"": 1733503996011}",1733507597408,trades,0,39606
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 4034.27, ""volume"": 0.12062108, ""timestamp"": ""2024-12-06T17:53:16.271955Z"", ""timestamp_ms"": 1733503996271}",1733507597689,trades,0,39607
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101132.9, ""volume"": 0.02012204, ""timestamp"": ""2024-12-06T17:53:17.170419Z"", ""timestamp_ms"": 1733503997170}",1733507598663,trades,0,39608
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95856.7, ""volume"": 0.00041712, ""timestamp"": ""2024-12-06T17:53:18.345025Z"", ""timestamp_ms"": 1733503998345}",1733507599936,trades,0,39609
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101132.9, ""volume"": 0.00098879, ""timestamp"": ""2024-12-06T17:53:18.892753Z"", ""timestamp_ms"": 1733503998892}",1733507600529,trades,0,39610
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95835.5, ""volume"": 0.32570917, ""timestamp"": ""2024-12-06T17:53:19.465331Z"", ""timestamp_ms"": 1733503999465}",1733507601151,trades,0,39611
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95836.6, ""volume"": 2.47261353, ""timestamp"": ""2024-12-06T17:53:19.465331Z"", ""timestamp_ms"": 1733503999465}",1733507601151,trades,0,39612
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95840.8, ""volume"": 0.78505283, ""timestamp"": ""2024-12-06T17:53:19.465331Z"", ""timestamp_ms"": 1733503999465}",1733507601151,trades,0,39613
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95840.8, ""volume"": 0.78232091, ""timestamp"": ""2024-12-06T17:53:19.465331Z"", ""timestamp_ms"": 1733503999465}",1733507601152,trades,0,39614
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95840.8, ""volume"": 1.47178887, ""timestamp"": ""2024-12-06T17:53:19.465331Z"", ""timestamp_ms"": 1733503999465}",1733507601152,trades,0,39615
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95840.8, ""volume"": 1.47178887, ""timestamp"": ""2024-12-06T17:53:19.465331Z"", ""timestamp_ms"": 1733503999465}",1733507601152,trades,0,39616
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95840.8, ""volume"": 0.43406225, ""timestamp"": ""2024-12-06T17:53:19.465331Z"", ""timestamp_ms"": 1733503999465}",1733507601152,trades,0,39617
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95842.9, ""volume"": 0.09752051, ""timestamp"": ""2024-12-06T17:53:19.465331Z"", ""timestamp_ms"": 1733503999465}",1733507601152,trades,0,39618
b'ETH-EUR',"{""pair"": ""ETH/EUR"", ""price"": 3821.6, ""volume"": 0.00333361, ""timestamp"": ""2024-12-06T17:53:19.571379Z"", ""timestamp_ms"": 1733503999571}",1733507601264,trades,0,39619
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 101133.0, ""volume"": 0.0040006, ""timestamp"": ""2024-12-06T17:53:20.960855Z"", ""timestamp_ms"": 1733504000960}",1733507602769,trades,0,39620
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95823.0, ""volume"": 0.00052869, ""timestamp"": ""2024-12-06T17:53:21.992819Z"", ""timestamp_ms"": 1733504001992}",1733507603887,trades,0,39621
b'BTC-EUR',"{""pair"": ""BTC/EUR"", ""price"": 95812.5, ""volume"": 0.00094892, ""timestamp"": ""2024-12-06T17:53:25.280730Z"", ""timestamp_ms"": 1733504005280}",1733507607449,trades,0,39622
